"CNN","President Trump's reelection campaign and allies are already touting and defending his newly announced executive order to temporarily halt immigration to the US, even as the White House has yet to release full details of how the plan would be implemented https://t.co/eZQGJJqBD3","2020-04-22 05:06:03","1252705179188805637"
"CNN","Coronavirus patients taking hydroxychloroquine, a treatment touted by President Trump, were no less likely to need mechanical ventilation and had higher deaths rates compared to those who did not take the drug, according to a new study https://t.co/8m0P9mhLEj","2020-04-22 04:52:49","1252701848299077638"
"CNN","Republican leaders are pushing back on an effort to change the House rules to allow members to vote remotely by proxy ahead of an expected vote on the matter Thursday https://t.co/9RubsOIsZo","2020-04-22 04:39:40","1252698541643960321"
"CNN","Savannah's Democratic Mayor Van Johnson says he was ""blindsided, disappointed... confused"" by GOP Gov. Brian Kemp’s decision to begin reopening some businesses in Georgia this week.  https://t.co/e6faUnJ58z https://t.co/NbvtbrkC3H","2020-04-22 04:32:36","1252696761455407105"
"CNN","About 8,000 applicants for federal disaster loans may have had their personal information exposed to others using the loan application site, the Small Business Administration says https://t.co/X2ig9SHrc0","2020-04-22 04:31:06","1252696385599811591"
"CNN","RT @CNNnewsroom: One recent hydroxychloroquine study yielded no benefit for coronavirus patients, and was in fact, more deadly.

""Much high…","2020-04-22 04:31:03","1252696371322163200"
"CNN","A World Health Organization vehicle carrying coronavirus test samples came under fire in Myanmar, in an attack that killed the driver and seriously injured a government official, the UN said https://t.co/7NVEnSFQJo","2020-04-22 04:25:48","1252695050426990594"
"CNN","""These are all high-contact environments. They're places where there are many hands and many individuals who come in contact with the same surfaces.""

-Mayor Kelly Girtz of Athens-Clarke County, GA, on the reopening of businesses including gyms, tattoo shops and bowling alleys. https://t.co/H8wkqq7E2C","2020-04-22 04:23:42","1252694520287727617"
"CNN","Chef and restaurant owner Matt Louis had been training for months when the Boston Marathon was postponed due to the coronavirus pandemic, so he ran the 26.2 miles on his treadmill to raise money for his employees. Most have had to go on unemployment. https://t.co/bEiJ88QX1Z","2020-04-22 04:19:47","1252693536639791104"
"CNN","RT @TheLeadCNN: ""Having a parade in New York City is one of the stupidest things I've ever heard,"" says @JakeTapper in response to Mayor Bi…","2020-04-22 04:19:07","1252693366191517696"
"CNN","""I did not like that. That was pretty deep in there. It's the nasal pharynx, which is that area behind your nose, above your mouth.""

@drsanjaygupta details his personal coronavirus test, an experience which included pushing a nasal swab way up his nose. https://t.co/jvgGONVFwE https://t.co/xTVA6oJ2H9","2020-04-22 04:10:09","1252691113036533760"
"CNN","Albany, Georgia, Mayor Bo Dorough on Gov. Brian Kemp's reopening plan: ""The governor said no local government can implement any measures which are more strict or less strict than the executive order. I think that's irresponsible. I question the legality."" https://t.co/Qunfv8x94E https://t.co/Two9zXMaDz","2020-04-22 04:06:50","1252690276742660096"
"CNN","RT @CNNnewsroom: With Kim Jong Un reportedly in ""grave danger"" after a surgery, author and columnist @GordonGChang reflects on the future o…","2020-04-22 04:04:43","1252689744846188545"
"CNN","Here's what's in the new small business relief bill https://t.co/b93leqXDtq https://t.co/AIdCW2QJWI","2020-04-22 04:04:21","1252689653486047239"
"CNN","Congressional negotiators have reached a deal on a roughly $480 billion relief package that includes new funding for small businesses hurt by the coronavirus outbreak, along with other priorities like money for hospitals and expanded Covid-19 testing https://t.co/Zki9MMTbqo","2020-04-22 03:57:27","1252687916826066950"
"CNN","""I spent 9 days in a medically induced coma, on a ventilator due to this virus.""

Leah Blomberg lost her job during the coronavirus pandemic, and empathizes with those struggling. But she wants protesters to stop complaining about shelter-in-place orders. https://t.co/ADSTH2pHZB","2020-04-22 03:50:10","1252686080597467136"
"CNN","The hottest club on TV wants you to be a VIP for a good cause https://t.co/skHxdUaqrW","2020-04-22 03:34:06","1252682038936842241"
"CNN","The story of how two San Francisco mayors — one current and one who became California's governor — have gotten out in front of the coronavirus pandemic suggests the city may have been doing something right all along, writes @LincolnMitchell for @CNNOpinion https://t.co/uxDRY7IVLM","2020-04-22 03:32:42","1252681685759594500"
"CNN","“We have seen some improvements, but reopening right now is in no way beneficial to our city,” says Georgia state Rep. CaMia Hopson, whose district includes the coronavirus hotspot of Albany, about Gov. Brian Kemp’s reopening announcement. https://t.co/BSglTUdM5E https://t.co/nGRDJEeZ8O","2020-04-22 03:24:06","1252679524279410688"
"CNN","RT @CNNnewsroom: Former Sec. of State John Kerry calls President Trump’s claims that he will temporarily suspend immigration to the US “a s…","2020-04-22 03:23:03","1252679257588809728"
"CNN","Along for the ride with the astronauts on the International Space Station is a ball-shaped robot called CIMON-2. As many face feelings of isolation amid the pandemic, the project leads think lessons learned during this experiment could be applied on Earth. https://t.co/XTgJyFVibP","2020-04-22 03:17:29","1252677857836400649"
"CNN","“They saw it not as a hoax. They saw it as a genuine threat and they responded immediately.” Former Secretary of State John Kerry praised world leaders' response to the coronavirus pandemic, saying the US crisis “has been compounded by this absence of effective leadership.” https://t.co/iljRDibWZy","2020-04-22 03:01:09","1252673747221229569"
"CNN","Police in some major cities across the US are reporting upticks in car thefts since the start of the pandemic in mid-March, even while many other crimes have dipped in those same cities. https://t.co/AsgXp5yD8d","2020-04-22 03:00:04","1252673473106804737"
"CNN","A majority of Americans favor changing election laws to allow everyone to vote by mail, new polling shows, but Republicans are far less likely than Democrats to agree, highlighting a deep partisan divide on the issue ahead of November's election. https://t.co/X2H5iEdBFI","2020-04-22 02:50:05","1252670961477976065"
"CNN","President Trump is threatening to impose new immigration restrictions over coronavirus. But these numbers show foreign-born workers are a large part of industries that are key to keeping the country afloat. https://t.co/fqsNMoSQbr","2020-04-22 02:40:03","1252668436477546502"
"CNN","Online alcoholic beverage sales increased 387% for the week ending April 11, which is roughly a month after shelter-in-place orders began taking effect because of the coronavirus pandemic. https://t.co/ATmZdrTsox","2020-04-22 02:30:04","1252665926522191872"
"CNN","Social support systems are important for everyone, but have an especially critical place in the lives of those struggling with substance abuse. CNN's @DrSanjayGupta explores the impact of the pandemic on people dealing with addiction.
 https://t.co/fshNUiNIGC","2020-04-22 02:20:05","1252663413572079616"
"CNN","Wisconsin's Department of Health Services said that they now have at least seven cases of Covid-19 tied to the state's in-person election on April 7, a spokesperson confirmed to CNN. https://t.co/ZXE1wRwxGX","2020-04-22 02:10:04","1252660892413628423"
"CNN","A woman who survived a close-range gunshot wound to the chest was saved because of her silicone breast implants, doctors believe. https://t.co/50tuPyo8xY","2020-04-22 02:02:07","1252658890380099585"
"CNN","In 2019, at least 377 challenges were filed seeking to remove 566 books from libraries, schools and universities, according to the American Library Association. Of the top 10 most challenged books of the year, eight contained LGBTQ content and characters. https://t.co/UxfaQbVSOf","2020-04-22 01:56:04","1252657369009606661"
"CNN","Three states in the southeastern US led by Republican governors -- Georgia, South Carolina and Tennessee -- are loosening coronavirus-related restrictions in the coming days to try to restart flailing economies. https://t.co/T67COZYs9I","2020-04-22 01:40:05","1252653344709058561"
"CNN","The true death toll from coronavirus in England and Wales up to April 10 was about 41% higher than the UK government's daily update, according to data released by the country's Office of National Statistics (ONS). https://t.co/iAJW0lqAGl","2020-04-22 01:31:06","1252651084637749248"
"CNN","The new test allows for patients to collect their own samples using Pixel by LabCorp COVID-19 Test home collection kits that they would then mail to a lab for testing, according to an FDA announcement Tuesday. https://t.co/lc6rt3IqTC","2020-04-22 01:17:07","1252647567374127111"
"CNN","Can life get back to normal before a vaccine is readily available? On the latest episode of “Coronavirus: Fact vs Fiction,” @drsanjaygupta explores what needs to be in place before reopening the country.
Listen here: https://t.co/CSB7GQyrgq","2020-04-22 01:15:22","1252647125978144772"
"CNN","BREAKING: US lawmakers have reached a deal on a bill to provide new funding for small businesses hurt by the coronavirus outbreak, sources say. https://t.co/HKKBKGAWqM","2020-04-22 01:04:04","1252644281682219008"
"CNN","New York City’s jail population fell below 4,000 last week during the ongoing coronavirus pandemic, Mayor Bill de Blasio said. It's the first time in over 70 years that the city’s jail population has been below 4,000, according to the mayor’s office. https://t.co/wrGzSwctU1","2020-04-22 12:58:43","1252642933641183232"
"CNN","The air quality in the United States is dramatically declining, leaving about 150 million people -- nearly half of America's population -- breathing unhealthy, heavily polluted air. https://t.co/HC0V0Jsob2","2020-04-22 12:44:52","1252639448866721799"
"CNN","As more Americans wear personal protective equipment like gloves and masks in their daily life, they're also throwing it on the streets, in parking lots and parks. https://t.co/xr083NRlmn","2020-04-22 12:29:09","1252635495416332298"
"CNN","Hundreds of satellites owned by SpaceX have been launched as part of Starlink, a project to increase global internet coverage, but their presence is disrupting observations of the night sky and frustrating stargazers. https://t.co/43YUKuzExp","2020-04-22 12:17:07","1252632465031790592"
"CNN","The FDA has issued an emergency use authorization for a new coronavirus diagnostic test that allows for patients to collect their own samples at home and then mail those samples to a lab for testing, the administration announced today. https://t.co/OJiPygFcm1","2020-04-22 12:00:03","1252628170303516672"
"CNN","New York City will throw a ticker tape parade to honor health care workers and first responders once the city reopens, Mayor Bill de Blasio says. https://t.co/irPIxn5uM1","2020-04-21 11:50:03","1252625657026183171"
"CNN","Even inside nursing homes -- deemed a ground zero for the spread of coronavirus -- health care workers still don't have enough personal protective gear and the facilities can't get testing done quickly enough to effectively fight the virus. https://t.co/dW8bjeZzgh","2020-04-21 11:40:08","1252623161058906118"
"CNN","A global scramble to bring cruise passengers home amid the coronavirus pandemic reached its endgame on Tuesday as the last ship at sea operated by a major company headed into the Italian port of Genoa to disembark its passengers. https://t.co/88mg7yPLRz","2020-04-21 11:30:09","1252620646925942789"
"CNN","While liquor sales in many countries have been deemed essential during these days of social isolation, South Africa has taken the opposite approach. Now, some of the country's gin distilleries are pivoting to sanitizer. https://t.co/ANplWpzFIE","2020-04-21 11:20:49","1252618300074405891"
"CNN","A tiny leaf beetle that munches on ragweed leaves and flowers can dramatically reduce the amount of pollen it produces, offering relief to hay fever sufferers -- at least in some warmer parts of Europe, scientists say. https://t.co/VuCUMe6Cqs","2020-04-21 11:12:09","1252616116020576263"
"CNN","These seven states are requiring residents to cover their faces when they visit essential businesses or use public transportation.

• Connecticut
• Hawaii
• Maryland
• New Jersey
• New York
• Pennsylvania
• Rhode Island

https://t.co/zxs5HJaCOM","2020-04-21 11:00:20","1252613141986410502"
"CNN","A 12-year-old girl in India, who embarked on a 200-mile journey home on foot during the nationwide coronavirus lockdown, died just an hour away from her house, according to local officials. https://t.co/d7EjUu341z","2020-04-21 10:50:06","1252610570190295041"
"CNN","In the wake of a deadly shooting rampage in Nova Scotia, Canadian Prime Minister Justin Trudeau said his administration is moving ahead with stricter gun laws. https://t.co/6JBNqAX4Jw","2020-04-21 10:40:11","1252608071156858880"
"CNN","RT @CNNnewsroom: NYPD Commissioner Dermot Shea tells @jimsciutto that 31 officers have now died from the coronavirus.
 
Shea says a reopeni…","2020-04-21 10:31:33","1252605900793225216"
"CNN","As more Americans wear personal protective equipment like gloves and masks in their daily life, they're also throwing it on the streets, in parking lots and parks. https://t.co/0iWimy8VMH","2020-04-21 10:30:05","1252605531954581509"
"CNN","RT @CNNnewsroom: Atlanta Mayor Keisha Lance-Bottoms calls Georgia Gov. Kemp’s announcement that some businesses can reopen this week “perpl…","2020-04-21 10:26:43","1252604681760751616"
"CNN","The number of coronavirus deaths in the US could surpass modeling estimates of 60,000 if some states move too quickly in reopening, a source close to the White House coronavirus task force warns. https://t.co/Z3EvwxTKYO","2020-04-21 10:20:08","1252603027766247436"
"CNN","Skylar Herbert died Sunday at hospital after being on a ventilator for two weeks, a CNN affiliate reported. She tested positive for coronavirus last month and developed a rare form of meningitis and swelling on the brain. https://t.co/aqOlrQ5pKt","2020-04-21 10:10:07","1252600505563582470"
"CNN","The coronavirus pandemic has put a damper Hong Kong's anti-government protests. But anger in the city has not gone away, nor has the protest movement gone completely dormant. https://t.co/KAT72pLwCG","2020-04-21 10:01:04","1252598230652801025"
"CNN","Joe Biden committed to selecting a woman to serve as his vice president in an unprecedented announcement during the final Democratic debate last month. Since then, Biden has turned the typically private search into a public endeavor. https://t.co/cHYxILfNww","2020-04-21 09:50:04","1252595462244368385"
"CNN","Tom Brady was seen working out in a closed Tampa park. 

https://t.co/ywWr9TxKqb

(Corrects earlier tweet, which has been deleted)","2020-04-21 09:46:22","1252594529942884352"
"CNN","The true death toll from coronavirus in England and Wales up to April 10 was about 41% higher than the UK government's daily update, according to data released by the country's Office of National Statistics (ONS). https://t.co/ZpKZoKvFcd","2020-04-21 09:40:06","1252592952687411200"
"CNN","The New York State Nurses Association filed three lawsuits challenging the ""failures"" of the New York State Department of Health (DOH) and two New York hospitals, alleging they aren't doing enough to protect nurses treating Covid-19 patients. https://t.co/K0PJG2igUR","2020-04-21 09:30:19","1252590490886774785"
"CNN","In the wake of a deadly shooting rampage in Nova Scotia, Canadian Prime Minister Justin Trudeau said his administration is moving ahead with stricter gun laws. https://t.co/uj2JOkzxC5","2020-04-21 09:20:02","1252587900585345025"
"CNN","RT @NewDay: Georgia Gov. Brian Kemp will allow some businesses to reopen this week despite warnings from public health officials. Fitness c…","2020-04-21 08:57:27","1252582218943410177"
"CNN","As more Americans wear personal protective equipment like gloves and masks in their daily life, they're also throwing it on the streets, in parking lots and parks. https://t.co/kSAUJPPg5X","2020-04-21 08:50:18","1252580420828487682"
"CNN","The first meteor shower of spring, known as the Lyrid meteor shower, will present a night skywatching show beginning on Sunday evening and peaking on Wednesday night. https://t.co/oAnaPvoiwm","2020-04-21 08:44:43","1252579015334014978"
"CNN","RT @NewDay: “There is still a few more i’s to dot and t’s to cross, but we have a deal and I believe we’ll pass it today,” Senate Minority…","2020-04-21 08:37:34","1252577215046434818"
"CNN","These seven states are requiring residents to cover their faces when they visit essential businesses or use public transportation.

• Connecticut
• Hawaii
• Maryland
• New Jersey
• New York
• Pennsylvania
• Rhode Island

https://t.co/wVas5noFBl","2020-04-21 08:30:07","1252575339357908997"
"CNN","At Monday's White House coronavirus briefing, President Trump suggested he didn't recall campaign rallies he'd held in February and March, and claimed he hasn't left the White House in ""months"" https://t.co/ysCHkt79j4","2020-04-21 08:18:59","1252572537550254080"
"CNN","Thursday night @aliciakeys will join CNN for the world premiere of her new song “Good Job,” dedicated to the everyday heroes of the coronavirus pandemic. She’ll appear during a special live global #CNNTownHall hosted by @andersoncooper and @drsanjaygupta airing 8 ET Thursday. https://t.co/bqWShoDWNv","2020-04-21 08:05:00","1252569018617208832"
"CNN","The United States will have to be able to perform millions of coronavirus tests each week before restrictions can be safely lifted, economists and public health experts say in two different plans for reopening society. https://t.co/K6yx1eYqur","2020-04-21 07:46:48","1252564437401309185"
"CNN","Skylar Herbert died Sunday at hospital after being on a ventilator for two weeks, a CNN affiliate reported. She tested positive for coronavirus last month and developed a rare form of meningitis and swelling on the brain. https://t.co/blWY8nEUkM","2020-04-21 07:32:15","1252560778999324673"
"CNN","Doctors at some Los Angeles County hospitals say people are waiting too long to seek medical treatment -- including those infected with the coronavirus -- over fears of catching Covid-19, potentially leading to more detrimental effects to their health. https://t.co/itErDtXBjI","2020-04-21 07:21:01","1252557952671715329"
"CNN","President Trump said late Monday night he will sign an executive order temporarily suspending immigration to the United States as the nation battles the health and economic effects of the coronavirus pandemic. https://t.co/ZOau7xIQmQ","2020-04-21 07:15:26","1252556546741080069"
"CNN","A few days after he was shocked by 16-year-old chess sensation Alireza Firouzja, world champion Magnus Carlsen has enacted his revenge on the Iranian. https://t.co/jxRvGlO3yn","2020-04-21 07:12:50","1252555889531408392"
"CNN","Starbucks is teaming up with oat milk maker Oatly and plant-based protein companies Beyond Meat and Omnipork in mainland China, offering more options free of meat or animal products. https://t.co/DfOJhC7DXR","2020-04-21 07:02:22","1252553256141807621"
"CNN","In the wake of a deadly shooting rampage in Nova Scotia, Canadian Prime Minister Justin Trudeau said his administration is moving ahead with stricter gun laws. https://t.co/5yfoXUSGFB","2020-04-21 06:32:59","1252545862116478976"
"CNN","Georgia Gov. Brian Kemp said on Monday that certain businesses in the US state could reopen as soon as Friday -- catching local mayors and officials off guard. https://t.co/JNWOvQDbJt","2020-04-21 06:23:09","1252543386738982912"
"CNN","In 2017, Christian Lewis set out to walk the entire coastline of the UK.

Now, over 2 years into his journey, the country's lockdown has stranded him on an uninhabited island with his dog, Jet https://t.co/PeraQin8FU https://t.co/oUQzCC5B1o","2020-04-21 06:01:00","1252537812831866885"
"CNN","South Korea says it can't corroborate reports that North Korean leader Kim Jong Un is gravely ill, with an official in the presidential office saying Seoul believes he is with officials traveling outside the capital, Pyongyang. https://t.co/W9dAbkY9uY","2020-04-21 05:53:06","1252535824207491072"
"CNN","RT @cnni: JUST IN: South Korea says it can't corroborate reports that North Korean leader Kim Jong Un is gravely ill, with an official in t…","2020-04-21 05:37:18","1252531848376463360"
"CNN","Theodore Gaffney witnessed some of the most consequential moments in history. The photographer was perhaps best known for an assignment he undertook in 1961: documenting the Freedom Riders as they journeyed to the Deep South to challenge racial segregation https://t.co/Gp5jrN8ivL","2020-04-21 05:25:03","1252528768364638208"
"CNN","Ever wondered how professional ballet dancers are training during lockdown? 

Wonder no more: https://t.co/dbK8IRlDdX https://t.co/aL4EN6xWk6","2020-04-21 05:15:08","1252526271814344704"
"CNN","As Michelle McClain battles cancer, her family has received an overwhelming show of support that they say inspired this project: leaving flower bouquets on doorsteps in an effort to spread some much-needed joy during the coronavirus pandemic https://t.co/y7NAD8A6UF","2020-04-21 04:51:39","1252520359313788928"
"CNN","Neighbours, should be there (from a safe distance) for one another https://t.co/VxbYi7MyL4","2020-04-21 04:36:06","1252516448364302337"
"CNN","#QueenElizabeth turns 94 today. 

If she is worried a global pandemic might dampen the celebrations, luckily she has another birthday in June. Here's why:  https://t.co/TtYWGsq2zi","2020-04-21 04:25:56","1252513890166079488"
"CNN","""It is dramatically different from most other comets we've seen before.""

Scientists get first look inside comet from outside our solar system https://t.co/7KzP9s3tfv https://t.co/sOfFM6SH3R","2020-04-21 04:20:03","1252512409476116480"
"CNN","In the wake of a deadly shooting rampage in Nova Scotia, Canadian Prime Minister Justin Trudeau said his administration is moving ahead with stricter gun laws. https://t.co/lUoVlkhEZe","2020-04-21 04:04:13","1252508424568479744"
"CNN","The air quality in the United States is dramatically declining, leaving about 150 million people -- nearly half of America's population -- breathing unhealthy, heavily polluted air. https://t.co/uBAhkF1efD","2020-04-21 04:01:07","1252507645551968258"
"CNN","Georgia's fervently pro-Trump governor's early breakout from a coronavirus shutdown is stirring fears of a deadly new wave of infections and warnings that he is derelict in his duty and acting on political motives | Analysis by @StCollinson https://t.co/gf6cgD6Sdm","2020-04-21 03:54:05","1252505872481300480"
"CNN","Famed restaurateur and founder of Le Cirque, Sirio Maccioni, has passed away at the age of 88. https://t.co/FR7m2HJw6I","2020-04-21 03:45:05","1252503609570480128"
"CNN","Skylar Herbert died Sunday at hospital after being on a ventilator for two weeks, a CNN affiliate reported. She tested positive for coronavirus last month and developed a rare form of meningitis and swelling on the brain. https://t.co/y8npn9xxFJ","2020-04-21 03:43:52","1252503305126842368"
"CNN","US oil prices are back in positive territory on Tuesday after a stunning collapse Monday that saw levels crash below zero https://t.co/hfMmkmJlNn","2020-04-21 03:31:03","1252500076213276674"
"CNN","The number of coronavirus deaths in the US could surpass modeling estimates of 60,000 if some states move too quickly in reopening, a source close to the White House coronavirus task force warns. https://t.co/RfXO6EkAxy","2020-04-21 03:15:05","1252496060452405253"
"CNN","Comprehending the toll the coronavirus has taken is complicated. These numbers may help you make sense of it. https://t.co/Ax1JRzv7tz","2020-04-21 03:01:03","1252492526940033024"
"CNN","Georgia Gov. Brian Kemp said on Monday that certain businesses in the US state could reopen as soon as Friday -- catching local mayors and officials off guard. https://t.co/KSBxP15YbE","2020-04-21 02:45:05","1252488510604488704"
"CNN","The lawsuits allege shortcomings such as inadequate personal protective equipment, a lack of training for redeployed nurses, and unsafe working conditions for high-risk employees. https://t.co/p4YkZy7GCZ","2020-04-21 02:29:09","1252484499482587137"
