"user id	","tweets content	",created on,
STcom,More Ministry Of Food outlets shut down over owner's financial woes https://t.co/KkcKk1bRUp,2/29/2020 9:11,
STcom,Telcos TPG and Singtel in social media spat over mobile number porting https://t.co/mysWaasztd,2/29/2020 8:56,
STcom,"NBA: Clippers catch Nuggets in West with victory, Bucks end Thunder's five-game win streak with 47-point rout https://t.co/4XYbIBhjze",2/29/2020 8:43,
STcom,"Coronavirus: 4 new cases confirmed, all linked to Wizlearn Technologies cluster; number of S'pore cases crosses 100 https://t.co/oBaHBIbWvE",2/29/2020 8:43,
STcom,"Coronavirus: Four new cases confirmed, all linked to Wizlearn Technologies cluster; three others discharged https://t.co/Gap3Q4b9vf",2/29/2020 8:14,
STcom,Football: Albirex Niigata beat Geylang International 4-0 in Singapore Premier League opener https://t.co/YmocAPfXVo,2/29/2020 8:14,
STcom,"Tennis: Rafael Nadal strolls into Acapulco final, will be fancied against unseeded Taylor Fritz https://t.co/raf6O5ffAH",2/29/2020 8:14,
STcom,"Golf: Steele takes slim lead at Honda Classic while Koepka, Rose and Fowler bite the dust https://t.co/6ZbGtZdghN",2/29/2020 7:19,
STcom,How Singapore developed a test for Covid-19 antibodies that linked three infection clusters https://t.co/YglY2V5vsh,2/29/2020 7:19,
STcom,This week's top reads from The Straits Times https://t.co/aDYXkDUGMl,2/29/2020 6:51,
STcom,Erdogan vows to keep doors open for refugees heading to Europe https://t.co/dPpjeCBwRN,2/29/2020 5:53,
STcom,Swimming: Mack Horton says bitter feud with Sun Yang never personal after drug ban https://t.co/RWs1gU4JNt,2/29/2020 5:26,
STcom,Muhyiddin Yassin to be Malaysia's next prime minister: Palace statement https://t.co/ErWuCItoP9,2/29/2020 5:26,
STcom,"Coronavirus: South Korea reports 219 new cases, adding to 594 confirmed earlier on same day https://t.co/3qGVtOvvyx",2/29/2020 4:57,
STcom,US reports fourth coronavirus infection of unknown origin https://t.co/nNrGQUqod8,2/29/2020 4:28,
STcom,Turkey says it has destroyed 'chemical warfare facility' in Syria https://t.co/pPLcgYajKP,2/29/2020 4:28,
STcom,"Police arrest 37 people, seized more than $3,000 in illegal gambling, prostitution sting operation https://t.co/bHclotcF1z",2/29/2020 4:01,
STcom,Nato chief visits Afghanistan ahead of signing of US-Taleban eal https://t.co/RpVTAvfxge,2/29/2020 4:01,
STcom,Mahathir's daughter helps steer caretaker prime minister to PH for discussion: Report https://t.co/41LbzURcXj,2/29/2020 4:01,
STcom,Coronavirus: Taiwan reports five new cases; total at 39 https://t.co/Qrd8LEBLTk,2/29/2020 3:31,
STcom,Coronavirus: Canadian province Ontario confirms eighth case https://t.co/NqYXuWioDn,2/29/2020 3:31,
STcom,Australia to bar foreigners travelling from Iran due to coronavirus risk: Minister https://t.co/UDk2aBCarf,2/29/2020 3:31,
STcom,Trump accuses media and Democrats of exaggerating coronavirus threat https://t.co/4MjwY9R2eB,2/29/2020 3:02,
STcom,Japan cherry blossom festivals cancelled as coronavirus fears grow https://t.co/ILYOJOxvll,2/29/2020 2:35,
STcom,The Life List: NMP Prof Lim Sun Sun on 5 parenting perils to avoid https://t.co/5D3RHvpPMt,2/29/2020 2:35,
STcom,Coronavirus: $3.2 million raised for fund to help front-line workers fighting outbreak https://t.co/KuG3t4biwM,2/29/2020 2:08,
STcom,United States expresses concern over arrest of Hong Kong publisher https://t.co/osEU89wmuY,2/29/2020 2:08,
STcom,Japan to create fund to subsidise parents during school closure due to coronavirus: Nikkei https://t.co/zL1pUE0n5g,2/29/2020 1:38,
STcom,From 'luoli' to kaya toast: New exhibition on unique aspects of Chinese Singaporean identity https://t.co/Bon2SVHpYk,2/29/2020 1:38,
STcom,"Singapore needs resolve, cohesion to weather future challenges after Covid-19: PM Lee Hsien Loong https://t.co/HHx5z5Sp6n",2/29/2020 1:38,
STcom,No going back: Bali's Chinese tourists fear coronavirus-hit homeland https://t.co/PhmkDyp0Pt,2/29/2020 1:38,
STcom,Australia reports new virus case in woman who returns from Iran https://t.co/Nk8s7mB1wB,2/29/2020 1:08,
STcom,The new normal in the time of coronavirus https://t.co/h9RcfitGlX,2/29/2020 1:08,
STcom,"Mexico has three coronavirus cases, health officials say https://t.co/ubu4p6zEhJ",2/29/2020 1:08,
STcom,Hoarding in the USA? Coronavirus sparks consumer concerns https://t.co/4hkQrZEXGX,2/29/2020 12:40,
STcom,'No fear': Pilgrims in Saudi defy coronavirus risks https://t.co/PoM3wLYONM,2/29/2020 12:40,
STcom,"Coronavirus: Healthcare costs, lack of paid sick leave could undermine overall preparedness in US https://t.co/0aUmdDJUA7",2/29/2020 12:40,
STcom,Confusion and contradiction reign in Iran's coronavirus reporting https://t.co/iT0reVRWp0,2/29/2020 12:40,
STcom,Dining in during Covid-19 outbreak: Bring the restaurant to your home https://t.co/gANnfi1bdw,2/29/2020 12:40,
STcom,"Singapore market plunges amid global bloodshed on virus fears
https://t.co/qo0KyB73Xg",2/29/2020 12:00,
STcom,Cup of cups - which cup noodles are worth eating? https://t.co/LDadeKZ3j5,2/29/2020 11:42,
STcom,Vice-President Pence says just one American with coronavirus still in hospital https://t.co/XEcHNq5Ndk,2/29/2020 11:42,
STcom,Coronavirus: Rumour about death of foreign domestic worker due to virus is fake news https://t.co/aCVTBARPVq,2/29/2020 11:41,
STcom,New coronvirus case in Oregon is of unknown origin: Oregon Health Authority https://t.co/EPdMlaFDWA,2/29/2020 11:41,
STcom,"Swift action, anchored in time-honoured principles
https://t.co/CsC4Nbx6AX https://t.co/ayBFnIlOMm",2/29/2020 11:40,
STcom,"S'pore a litmus test of whether virus can be contained
https://t.co/HVPn90ccH3",2/29/2020 11:20,
STcom,"More than 60% of net GST borne by high earners, foreigners
https://t.co/wrPu7qho3T",2/29/2020 11:00,
STcom,China's factory activity posts record contraction as coronavirus bites https://t.co/1WjczrhFIi,2/29/2020 10:43,
STcom,"Police investigating 99 people for cheating, money laundering https://t.co/ZcBImm1E7V",2/29/2020 10:43,
STcom,"Heng: Need to safeguard reserves, as past leaders did, so future generations benefit
https://t.co/brwdwFeHHF",2/29/2020 10:40,
STcom,"RT @STopinion: Myth versus reality: The value of Australia's mining sector
https://t.co/Vn22HPxDeC https://t.co/VyAvVVOLDc",2/29/2020 10:27,
STcom,The Life List: 5 Things to know about Strike Back actor Warren Brown https://t.co/nKUJ94Rr28,2/29/2020 10:17,
STcom,Mahathir offers himself as PM candidate as PH declares support https://t.co/rqtn0pu6Tz,2/29/2020 10:17,
STcom,"United, S'pore can overcome both Covid-19 and long-term challenges
https://t.co/UZ841VwuUj",2/29/2020 10:00,
STcom,13 men arrested for suspected involvement in rioting in Choa Chu Kang https://t.co/7ySggsrkbL,2/29/2020 9:52,
STcom,'I will never work with the corrupt': Bersatu MP Syed Saddiq rebels against party https://t.co/ZCAOuhHSCq,2/29/2020 9:52,
STcom,"RT @STopinion: Becoming a climate hero won't cost Australia the earth
https://t.co/XA0aRH4Oba https://t.co/LaUND8nWyg",2/29/2020 9:47,
STcom,"Economic impact could extend beyond slide in global markets
https://t.co/AcEIzBG0J8",2/29/2020 9:40,
STcom,Trump nominates controversial ally as intel chief https://t.co/xp7W1M6ZWx,2/29/2020 9:23,
STcom,"Coronavirus: China reports 47 more deaths, 427 new cases https://t.co/vLS4RYRNbc",2/29/2020 9:23,
STcom,Germany enacts new health security measures against coronavirus infections https://t.co/EZ4hoTIUeZ,2/29/2020 9:23,
STcom,"Local researchers working on rapid diagnostic test
https://t.co/DRHph4TgQJ",2/29/2020 9:00,
STcom,Corona beer says US sales not hit by confusion over virus name https://t.co/D2d9srrqB8,2/29/2020 8:52,
STcom,How long can coronavirus survive on surfaces? https://t.co/sczeocJCNC,2/29/2020 8:52,
STcom,New York scrambles to replace US government's faulty coronavirus test kits https://t.co/3gK1ph1h0i,2/29/2020 8:52,
STcom,Malaysian King meeting party leaders in bid to end political tug of war https://t.co/37xdq60I5v,2/29/2020 8:52,
STcom,California reports second coronavirus case of unknown origin https://t.co/AItIRDewmn,2/29/2020 8:52,
STcom,US postpones summit with Asean leaders amid coronavirus fears: Sources https://t.co/fjsBpSahXU,2/29/2020 8:52,
STcom,"Lawrence Wong warns of pressures on long-term returns
https://t.co/EIyxCIXMpc",2/29/2020 8:40,
STcom,"RT @STopinion: The Unity Budget: What it says about Singapore's values
https://t.co/XL1ImRtsb8 https://t.co/gkWH7EWKb2",2/29/2020 8:23,
STcom,"Community nurses help elderly access healthcare services
https://t.co/ZhiBwYnGcJ",2/29/2020 8:00,
STcom,Weather⛅️🌞: Fair and warm.,2/29/2020 7:47,
STcom,"Court ruling against Heathrow expansion finds climate pact binding
https://t.co/98hVQSbVrA",2/29/2020 7:40,
STcom,"RT @STopinion: Long week of political uncertainty in KL
https://t.co/EoFpYkEc0D https://t.co/6Vah2PQonU",2/29/2020 7:22,
STcom,"Girl, 10, gets $1.17m in damages over accident
https://t.co/6riM1pvyFN",2/29/2020 7:00,
STcom,"North Korea's Kim Jong Un guides military drills, warns of 'serious consequences' if virus breaks out: KCNA https://t.co/SKHAQ7Jg39",2/29/2020 6:57,
STcom,Football: Bottom side Norwich stun high-flying Leicester 1-0 https://t.co/9PHbnbjSCD,2/29/2020 6:57,
STcom,"Turkey, Russia inch towards Syria clash
https://t.co/s1vpwaxWPE",2/29/2020 6:40,
STcom,"Coronavirus: China's economy expected to rebound from virus hit, says Chinese official https://t.co/ssQAyts95B",2/29/2020 6:30,
STcom,Doping: Wada cancels March symposium in Switzerland due to coronavirus https://t.co/yFwIP3xtBC,2/29/2020 6:29,
STcom,"While You Were Sleeping: 5 stories you might have missed, Feb 29 https://t.co/HHtlIFXIG1",2/29/2020 6:29,
STcom,"RT @STopinion: Time to put mental health high on list of national priorities
https://t.co/ID53QQPxv6 https://t.co/r6ungEsH0c",2/29/2020 6:20,
STcom,Coronavirus: Germany's Lufthansa to cancel up to 25 per cent of flights https://t.co/DelQ51sMTR,2/29/2020 5:29,
STcom,Roman Polanski movie collects first trophy at Cesar Awards in France https://t.co/SzJM4NleTj,2/29/2020 5:29,
STcom,Football: Fifa warns coronavirus could postpone international matches https://t.co/2v1jDp7aOi,2/29/2020 4:59,
STcom,"Golf: Woods' back still stiff, will skip Palmer Invitational, says agent https://t.co/t83fa4E3IA",2/29/2020 4:59,
STcom,Football: Silva at the double as Frankfurt storm through to Europa last 16 https://t.co/TBjc7VtRK6,2/29/2020 4:28,
STcom,"US Fed ready to act amid 'evolving' coronavirus risks, says chairman Jerome Powell https://t.co/1y8TdGvR1W",2/29/2020 4:28,
STcom,Coronavirus: Rock band Green Day among musicians pulling out of Asia tour dates https://t.co/OC3HrFuxsJ,2/29/2020 4:02,
STcom,Formula One: Mercedes head for Australia as top team in F1 testing https://t.co/UdsjTqZd9p,2/29/2020 4:02,
STcom,Football: Man United to play Austria's LASK in Europa League last 16 https://t.co/wkhtTvwEIq,2/29/2020 4:02,
STcom,"Coronavirus: France reports 19 new cases, warns against handshakes https://t.co/EzU1WqlfUd",2/29/2020 4:02,
STcom,"Train, bus collision kills at least 18 in Pakistan https://t.co/gxktS9qdTh",2/29/2020 3:34,
STcom,Roman Polanski protesters clash with French police outside movie awards https://t.co/T9QfEeasdj,2/29/2020 3:04,
STcom,"Coronavirus: Italy cases rise to 888, of which 46 have recovered, says official https://t.co/40r8ckJhpK",2/29/2020 2:35,
STcom,Tennis: Djokovic saves three match points to beat Monfils https://t.co/pHcNemfv4B,2/29/2020 2:35,
STcom,Expect a hot and dry start to March: Weatherman https://t.co/hscm7QQ8n7,2/29/2020 2:05,
STcom,Paris' Gare de Lyon railway station evacuated after major fire https://t.co/jogPTnqB4P,2/29/2020 2:05,
STcom,"Coronavirus: Iran reports eight new deaths, raising toll to 34 https://t.co/3aR7a1tgjZ",2/29/2020 2:05,
STcom,EU health ministers to hold coronavirus meeting on March 6 https://t.co/ze5UsDSEbP,2/29/2020 1:35,
STcom,"Vatican says pope 'slightly unwell', dismisses speculation https://t.co/AjJagwuTJf",2/29/2020 1:35,
STcom,Anwar says Pakatan Harapan has the numbers to form Malaysia's government https://t.co/c3Ycj6P1gl,2/29/2020 1:07,
STcom,Coronavirus: British national who was on Diamond Princess cruise ship dies in Japan https://t.co/d5kSAgMHmG,2/29/2020 1:07,
STcom,Coronavirus: Iceland confirms first case https://t.co/cfLSrpX2a4,2/29/2020 12:38,
STcom,"Damage to fibre broadband cables in Ang Mo Kio leave 1,000 users without Web connection for hours https://t.co/KmLfbbKpbE",2/29/2020 12:05,
STcom,WHO upgrades global risk of coronavirus spread to 'very high' https://t.co/czfW9Q7MqZ,2/29/2020 12:05,
STcom,Mike Pompeo says US offered to help Iran with coronavirus response https://t.co/n4sCxHvdFQ,2/29/2020 12:05,
STcom,South Korean cult's activities in Singapore mirror its shadowy operations elsewhere https://t.co/lXZFhxXcGR,2/29/2020 12:05,
STcom,News of Muhyiddin as likely Malaysian PM met with elation and dismay https://t.co/NPlfPakSTY,2/29/2020 12:05,
STcom,Football: Lampard seeks Chelsea response after 'reality check' defeat by Bayern https://t.co/fU4XYFUwiu,2/29/2020 12:05,
STcom,Dow falls 3.6% as US stocks sell-off deepens on virus fears https://t.co/3geJsgf7k0,2/28/2020 11:37,
STcom,MMA: Singapore's Tiffany Teo takes aim at The Panda after beating Japan's Miura in King of the Jungle event https://t.co/9ujpRjtdlL,2/28/2020 11:37,
STcom,Move to back Muhyiddin will return Umno to power https://t.co/TeP6dSJQV0,2/28/2020 11:37,
STcom,Tennis: Tsitsipas downs Evans to reach Dubai final https://t.co/VnrsMlLshF,2/28/2020 11:37,
STcom,"Football: Laporte out for up to a month with hamstring injury, says Guardiola https://t.co/tjMuPCeppd",2/28/2020 11:37,
STcom,Coronavirus outbreak 'getting bigger' after Nigeria case: WHO https://t.co/vfk7bP0iyf,2/28/2020 11:37,
STcom,Coronavirus: Mexico declares first confirmed case in young man with 'mild illness' https://t.co/CFP0Rd8595,2/28/2020 11:36,
STcom,Football: Solskjaer convinced Man United will not repeat Everton horror show https://t.co/F1Xnm9SXjd,2/28/2020 11:05,
STcom,Chinese bomber flies over Taiwan Strait as tensions rise https://t.co/kkOqtph8pT,2/28/2020 11:05,
STcom,Football: Klopp wary of 'physical' Watford as Liverpool chase Premier League https://t.co/HhylWsedU5,2/28/2020 11:05,
STcom,Luxembourg becomes first country to provide free public transport https://t.co/g5noh5sgxK,2/28/2020 11:05,
STcom,"A model, a teaching moment, or too lax? China media divided on Singapore's virus approach https://t.co/JfZVxDcOie",2/28/2020 11:05,
STcom,"Football: Spurs striker Kane ahead of schedule in recovery, says Mourinho https://t.co/DuQUJLwFBF",2/28/2020 11:05,
STcom,"Broader skill sets and more private sector experience, in public service transformation plans: Chan Chun Sing https://t.co/6pgzf3sIt4",2/28/2020 10:35,
STcom,Lotte's Choco Pie Banana recalled for containing undeclared almonds: SFA https://t.co/TJNmvBwDuh,2/28/2020 10:35,
STcom,Kenya court blocks flights from China after travellers allowed entry without enforced quarantine https://t.co/LhN1JHI3cw,2/28/2020 10:06,
STcom,Development charge cuts could help developers grappling with cooling measures and virus outbreak https://t.co/4zzzgQabBL,2/28/2020 10:06,
STcom,Budget debate: SLA to call for ideas on use of Old Kallang Airport https://t.co/JpT0cWbb7Z,2/28/2020 10:06,
STcom,Adopted son of boss of Five Star Hainanese Kampung Chicken Rice not told of dad's death https://t.co/Ui2evq8zLq,2/28/2020 10:06,
STcom,Athletics: Singapore Athletics admits 'lapse in judgment' in putting up Facebook post https://t.co/FXJkkNvRjl,2/28/2020 10:06,
STcom,"RI students, parents remain optimistic despite coronavirus case in student https://t.co/xgujJzXZTK",2/28/2020 9:38,
STcom,Football: Newcastle ban handshakes to guard against coronavirus https://t.co/hGlh2MT7ht,2/28/2020 9:38,
STcom,"How early signs of the coronavirus were spotted, spread and throttled in China https://t.co/aBqS49r68B",2/28/2020 9:38,
STcom,Football: Manchester United to play Austria's LASK in Europa League last 16 https://t.co/UpopTdg9V6,2/28/2020 9:38,
STcom,Coronavirus: South Korean indie band Hyukoh cancels Singapore concert https://t.co/bAdLzDB6yZ,2/28/2020 9:38,
STcom,Public awareness the main strategy to protect elderly from online crimes: Ong Ye Kung https://t.co/Vb2fZqxFdM,2/28/2020 9:38,
STcom,Budget debate: Mid-career PMETs seeking legal jobs can go through new professional conversion programme https://t.co/QcQBjuOeFo,2/28/2020 9:38,
STcom,Malaysia's Attorney-General Tommy Thomas quits https://t.co/IKJNntcPWv,2/28/2020 9:07,
STcom,"Coronavirus vaccine will not be ready soon, earliest by year end: Duke-NUS don https://t.co/y6AZmUKuc3",2/28/2020 9:07,
STcom,Geneva car show cancelled due to coronavirus woes https://t.co/RpmZXCfnpJ,2/28/2020 9:07,
STcom,Coronavirus found in infected patient's tears: Chinese researchers https://t.co/NDxWAtMxzQ,2/28/2020 9:07,
STcom,NUS student took photos of woman in shower a month after he was spotted by another victim https://t.co/ulwK7xQTXg,2/28/2020 8:37,
STcom,"New coronavirus cluster at company in Science Park II with 4 staff infected, including 2 new cases confirmed https://t.co/1aMK5SrplX",2/28/2020 8:37,
STcom,"Formula One: Vietnam says F1 track completed ahead of debut, amid coronavirus fears https://t.co/gXaYqggasP",2/28/2020 8:37,
STcom,NBA: Los Angeles Lakers use huge 3rd quarter to crush Golden State Warriors https://t.co/BvIsnDhdRX,2/28/2020 8:37,
STcom,Philippine Airlines retrenches 300 staff due to coronavirus outbreak https://t.co/OSNUsKiwzJ,2/28/2020 8:37,
STcom,"Sri Lanka offers tax cuts, subsidies to revive 'jinxed' airport https://t.co/OvlIDDOc6Y",2/28/2020 8:37,
STcom,"THE BIG STORY | New coronavirus cluster at e-learning company, includes two new cases https://t.co/IAr1BVwQaX",2/28/2020 8:33,
STcom,Golf: Singapore to host this year's World Amateur Team Championships https://t.co/rdH6cxLToS,2/28/2020 8:04,
STcom,"'Beginning of an epidemic': Germany quarantines 1,000, Switzerland halts all big events https://t.co/kTZpfUCbbf",2/28/2020 8:04,
STcom,Budget debate: Changes to means test to make it simpler for people to apply for criminal legal aid https://t.co/fsyPCSFTb6,2/28/2020 8:04,
STcom,Police arrest two boys for allegedly spitting on lift buttons and mirrors in HDB blocks https://t.co/r3avGS7pkl,2/28/2020 8:04,
STcom,Coronavirus: Spike in China flight searches suggests ebbing fear https://t.co/AqRoDaieH8,2/28/2020 7:27,
STcom,Olympics: Japan has no 'Plan B' for Games despite coronavirus https://t.co/ZgOSPmR0Tu,2/28/2020 7:27,
STcom,Badminton: No change to Tokyo badminton qualification despite coronavirus impact https://t.co/uxqXAw8Cww,2/28/2020 7:27,
STcom,Wing Tai retrenches 20 workers as part of business restructuring; help given to those affected https://t.co/b25wAa4ZCu,2/28/2020 6:59,
STcom,"Experts explain why coronavirus can reappear in discharged patients, raising questions about containment moves https://t.co/aVOlgp5vUv",2/28/2020 6:30,
STcom,"Muhyiddin emerges as front runner to be Malaysia's next PM, with backing from Umno and PAS https://t.co/eOIE1v9qi5",2/28/2020 6:30,
STcom,Evening Update: Today's headlines from The Straits Times on Feb 28 https://t.co/qRMo3UvI4u,2/28/2020 6:30,
STcom,"Philippines, US seek new military deal after Duterte exit https://t.co/HHgYvAiuxC",2/28/2020 5:58,
STcom,MHA looking to ban activities of Singapore chapter of church at centre of South Korea's coronavirus outbreak https://t.co/qdhRaN4Sye,2/28/2020 5:58,
STcom,"Swimming: China's Sun Yang handed eight-year ban by CAS for missing drug test, career likely over https://t.co/XTSYIGta5i",2/28/2020 5:58,
STcom,"Coronavirus: SIA cuts pay for senior staff, with CEO Goh Choon Phong leading the way with a 15% cut https://t.co/34Hwj1tj2i",2/28/2020 5:58,
STcom,Coronavirus: Vietnam entry ban does not apply to Singapore for now https://t.co/jw67ybQpyO,2/28/2020 5:58,
STcom,Budget debate: Digital medical certificates to be rolled out to private healthcare sector https://t.co/OFABFfnmb1,2/28/2020 5:58,
STcom,Malaysians against snap polls to resolve political crisis; King to ask party leaders to nominate PM candidate https://t.co/dkbrxNpZvW,2/28/2020 5:58,
STcom,Beijing ramps up crowd control measures on coronavirus fears https://t.co/A2dZ4ABQSj,2/28/2020 5:58,
STcom,Coronavirus: Jackie Chan refutes rumours he was quarantined https://t.co/bABiM95Wnk,2/28/2020 5:58,
STcom,THE BIG STORY | No Parliament sitting to pick Malaysian PM | Coronavirus: Fears of community spread in US | Coronavirus: Split-team ops - for or against? https://t.co/0pbY85pIIm,2/28/2020 5:29,
STcom,Turkey says will not stop refugees who 'want to go to Europe' https://t.co/muzbbvargF,2/28/2020 5:11,
STcom,Police warn of fake website phishing for credit card information by 'blocking' Web browser https://t.co/ADyO1E0jY6,2/28/2020 5:11,
STcom,"Coronavirus: Crash Landing On You's Son Ye-jin, BTS' Suga donate to native Daegu https://t.co/NdLiSA7qC0",2/28/2020 5:11,
STcom,Another death from coronavirus in Japan https://t.co/VdTjcp6I68,2/28/2020 5:11,
STcom,"Malaysian King says he, not Parliament, will decide on next PM https://t.co/8wOEqKsM36",2/28/2020 4:43,
STcom,Walt Disney closes all theme parks in Asia on coronavirus concerns https://t.co/2eCgDbPSvF,2/28/2020 4:43,
STcom,The Mahathir-Anwar chasm - a bridge too far this time? https://t.co/tNm8eu5TTo,2/28/2020 4:43,
STcom,"Golf: Pioneer Pernilla Lindberg a winner, despite missing New Zealand Open cut https://t.co/JLYk15QbYE",2/28/2020 4:43,
STcom,SMU to collaborate with Duke-NUS in new post-grad medicine pathway https://t.co/CBM1hzUe2x,2/28/2020 4:43,
STcom,"Football: No Liverpool, Manchester United as International Champions Cup in Singapore is cancelled https://t.co/Qngn5r2k9m",2/28/2020 4:42,
STcom,Coronavirus: Two Sunwolves Super Rugby matches moved from Japan to Australia https://t.co/OEsfkvDdVB,2/28/2020 4:14,
STcom,Collapse of Singapore commodity firm Agritrade leaves lenders exposed https://t.co/IaZHZf7Voc,2/28/2020 4:14,
STcom,"Philippine President Duterte orders nationwide ban on public vaping, unregistered e-cigarette sales https://t.co/bMOmf8RsCq",2/28/2020 4:14,
STcom,Students who graduated from 4 local universities last year earned higher starting salaries https://t.co/XXqnzrn2WB,2/28/2020 3:45,
STcom,Lion Air puts $699m IPO on hold as global equity markets tumble: Sources https://t.co/Z1GCDgdghl,2/28/2020 3:45,
STcom,"Rumble Down Under: Ardern, Morrison clash in fiery meeting https://t.co/t2y3eGNT1f",2/28/2020 3:45,
STcom,A global rout is a great time for a command economy like China https://t.co/5PvD58GSp5,2/28/2020 3:45,
STcom,Money FM 89.3 Podcast: Is this truly the Asian century? https://t.co/aFhyI2ef7T,2/28/2020 3:20,
STcom,US demands China free Swedish bookseller Gui Minhai https://t.co/2yhX2e4hVz,2/28/2020 3:20,
STcom,Virus slows China's major projects in Asia https://t.co/QRkC4XQ9NH,2/28/2020 3:20,
STcom,Thai govt survives first no-confidence motion in 7 years https://t.co/QUo3xSz9ut,2/28/2020 3:20,
STcom,"'I'd exchange my life for hers,' says Shin Lung, husband of critically ill Taiwan 'dancing queen' Serena Liu https://t.co/CIAQjTD0Ju",2/28/2020 3:20,
STcom,"Coronavirus: China couple charged after allegedly giving false info to MOH officials, to return to court on March 20 https://t.co/QWFOmAejSq",2/28/2020 3:20,
STcom,Football: Odion Ighalo dedicates first Manchester United goal to late sister https://t.co/2thY3DtCux,2/28/2020 3:20,
STcom,8 dishes to try at Chatuchak Night Market Singapore https://t.co/TOQxEIfrh0,2/28/2020 3:20,
STcom,Football: Sibling rivalry spurs Albirex Niigata skipper Kazuki Hashioka to target Singapore Premier League glory https://t.co/HV7RiwJ60j,2/28/2020 2:52,
STcom,"SAF regular found guilty of molesting girl, 8, in 2018 incident https://t.co/1wrmZ7ppAv",2/28/2020 2:52,
STcom,Xi must fulfil responsibility to end coronavirus infection outbreak: Yomiuri Shimbun https://t.co/XdvMjpOqnU,2/28/2020 2:23,
STcom,"Indonesia sees new outbreak of African swine fever that kills 3,000 pigs https://t.co/B76Tzdyepu",2/28/2020 2:23,
STcom,China makes bad loans disappear as coronavirus pummels banks https://t.co/e6YWOrtJtr,2/28/2020 2:23,
STcom,"Coronavirus spread hits American companies, stock market https://t.co/hgtHCmVvKn",2/28/2020 2:23,
STcom,"Kids who love Levi's and Nike made good - Singapore art, design collective Phunk marks 25th anniversary https://t.co/buokjEAQAs",2/28/2020 1:53,
STcom,"Taiwan singer Kevin Lin, famous for the song Rumour, gears up to protect himself from the coronavirus https://t.co/tBPvTWQkWd",2/28/2020 1:53,
STcom,Japanese rockers One OK Rock to perform in Singapore in May 2020 https://t.co/c9m18RZq08,2/28/2020 1:53,
STcom,Malaysia's Election Commission chairman says 'snap polls will be a costly affair' if held https://t.co/PIpbPu1uiN,2/28/2020 1:53,
STcom,"No Parliament sitting on March 2 unless Malaysian King gives nod, says Speaker Mohamad Ariff https://t.co/qRRG8DkpFa",2/28/2020 1:53,
STcom,Coronavirus: Norwegian group A-ha cancels Singapore concert https://t.co/nMD68a0t4i,2/28/2020 1:53,
STcom,"GIC chief risk officer Chia Tai Tee to retire, deputy Jin Yuen Yee to take over https://t.co/L7ktqmHOPr",2/28/2020 1:53,
STcom,New Zealand confirms first case of coronavirus in person who returned from Iran https://t.co/HvdS7yQMoJ,2/28/2020 1:53,
STcom,"Will Mahathir get his vote in Parliament for a unity Cabinet? The answer is still blowing in the wind
https://t.co/qXW8ogjRQb https://t.co/JObGugRYuJ",2/28/2020 1:34,
STcom,"RT @STopinion: Should robots have a face?
https://t.co/PQQGVSyRVq https://t.co/ehro7kwmfR",2/28/2020 1:33,
STcom,"Malaysia's interim PM can move motion in Parliament if it's an urgent matter, says former deputy speaker https://t.co/DuBLhXu7Sa",2/28/2020 1:27,
STcom,"Umno sec-gen urges MPs to reject Parliament sitting, says it's unconstitutional https://t.co/8iSzW88WXS",2/28/2020 1:27,
STcom,Taylor Swift takes on toxic masculinity as The Man https://t.co/yaQSLsdGql,2/28/2020 12:58,
STcom,"Budget debate: President, ministers to take 1-month pay cut; special bonus for front-line public officers tackling Covid-19 https://t.co/FqoO5ZUKO1",2/28/2020 12:58,
STcom,UK court blocks Heathrow Airport expansion on environmental grounds https://t.co/jfl930GDhd,2/28/2020 12:58,
STcom,Coronavirus: Japanese PM Shinzo Abe stands firm on school closure despite stiff opposition https://t.co/wPtGPV2Pat,2/28/2020 12:32,
STcom,Hyflux creditors to file proofs of claim by new March 11 deadline https://t.co/karFC9yFU2,2/28/2020 12:32,
STcom,Japanese minister to go to Lebanon to make case for Ghosn's return https://t.co/Iup2NIlkat,2/28/2020 12:32,
STcom,"RT @STopinion: The AI doctor will see you now
https://t.co/zQoWShv9A8 https://t.co/AVyPvpD0Ij",2/28/2020 12:23,
STcom,Iran vice-president is one of 7 officials to contract coronavirus https://t.co/6rEPCE2B1e,2/28/2020 12:02,
STcom,Coronavirus disrupts China's shipping and world ports https://t.co/PZAlCoJcLS,2/28/2020 12:02,
STcom,Bond traders dare to consider financial crisis-era interest rates after yields drop https://t.co/bPwDgVOaev,2/28/2020 12:02,
STcom,Italy urges tourists not to cancel as confusion surrounds tally of coronavirus cases https://t.co/BKEnFaqAuE,2/28/2020 12:02,
STcom,US-Taleban peace deal a potential watershed in 19-year Afghanistan war https://t.co/OTGaIREscB,2/28/2020 12:02,
STcom,Coronavirus: Bumps ahead as Singapore athletes try to qualify for Tokyo Olympics https://t.co/Jbu2U1pTxA,2/28/2020 12:02,
STcom,Cromwell E-Reit to buy industrial property in Germany for $25m https://t.co/6Uf005mG2Z,2/28/2020 12:02,
STcom,Israel recommends citizens not to travel abroad as coronavirus precaution https://t.co/FdKzO9PHHM,2/28/2020 12:02,
STcom,BTS cancel Seoul concerts as coronavirus spreads in South Korea https://t.co/i19aiTRzsS,2/28/2020 11:33,
